Seed	Shiny	Stars	Species	Level	TeraType	EC	PID	HP	ATK	DEF	SPA	SPD	SPE	Ability	Nature	Gender	Height	Weight	Scale	Move1	Move2	Move3	Move4	EventIndex	Calcs	
005FB7C8	Star	4	Mightyena	45	Poison	22FD2223	55C6F307	30	31	25	31	31	11	Quick Feet (2)	Hardy	♂	112	182	56	Crunch	Play Rough	Howl	Take Down	0	6272968	
005FD9C2	Star	3	Munchlax	35	Fairy	22FD441D	907036B1	31	6	31	30	9	19	Pickup (1)	Serious	♂	122	122	118	Bite	Covet	Flail	Defense Curl	0	6281666	
005FE764	Star	4	Furret	45	Poison	22FD51BF	4EABE86A	31	31	3	31	14	14	Run Away (1)	Naive	♂	175	77	125	Take Down	Flamethrower	Sucker Punch	Charm	0	6285156	
005FECB2	Square	3	Gurdurr	35	Psychic	22FD570D	0A29ACE9	23	19	31	31	6	7	Guts (1)	Sassy	♀	131	75	173	Low Kick	Rock Slide	Scary Face	Slam	0	6286514	
00602E1B	Star	5	Golem-Normal	75	Ground	22FD9876	951D33DC	31	31	23	31	4	31	Sand Veil (H)	Naughty	♀	159	115	181	Earthquake	Stone Edge	Heavy Slam	Defense Curl	0	6303259	
00603599	Star	5	Victreebel	75	Bug	22FD9FF4	828A244B	31	5	31	31	2	31	Chlorophyll (1)	Hasty	♂	105	114	69	Sludge Bomb	Power Whip	Acid Spray	Trailblaze	0	6305177	
006039D6	Star	4	Magcargo	45	Fairy	22FDA431	4DD9EB18	26	26	31	31	26	31	Magma Armor (1)	Sassy	♂	154	17	133	Flamethrower	Rock Tomb	Harden	Rock Slide	0	6306262	
00604DBF	Star	3	Mienfoo	35	Steel	22FDB81A	6FB1C970	14	24	31	18	31	16	Regenerator (2)	Serious	♀	151	149	178	Force Palm	Fake Out	Knock Off	Feint	0	6311359	
0060892B	Star	3	Munchlax	35	Bug	22FDF386	1A9FBC5E	31	9	31	12	20	9	Gluttony (H)	Mild	♀	112	171	171	Bite	Covet	Flail	Defense Curl	0	6326571	
0060AA9F	Star	5	Victreebel	75	Steel	22FE14FA	0919AFD8	31	31	31	4	31	31	Chlorophyll (1)	Quirky	♀	161	79	74	Sludge Bomb	Power Whip	Acid Spray	Trailblaze	0	6335135	
0060AEF0	Star	5	Ludicolo	75	Grass	22FE194B	AE0508C4	22	31	31	31	1	31	Swift Swim (1)	Jolly	♀	88	125	181	Energy Ball	Surf	Fake Out	Trailblaze	0	6336240	
0060D51D	Star	5	Snorlax	75	Water	22FE3F78	110AB7CB	31	31	18	31	31	19	Thick Fat (2)	Quiet	♂	159	225	152	Body Slam	Heavy Slam	Bite	Mud-Slap	0	6346013	
00610DC4	Star	4	Ribombee	45	Poison	22FE781F	6BA2CD63	13	10	31	31	30	31	Shield Dust (2)	Hasty	♂	23	108	73	Pollen Puff	Moonblast	Bug Buzz	Stun Spore	0	6360516	
00613009	Star	4	Piloswine	45	Ground	22FE9A64	66E9C028	31	31	28	3	31	2	Thick Fat (H)	Serious	♂	162	125	179	Ice Fang	Bulldoze	Ancient Power	Ice Shard	0	6369289	
00613E35	Star	3	Noctowl	35	Dark	22FEA890	3CDB9A1A	12	31	20	3	31	9	Keen Eye (2)	Impish	♀	188	207	41	Dual Wingbeat	Extrasensory	Air Slash	Reflect	0	6372917	
0061466F	Star	5	Victreebel	75	Water	22FEB0CA	C7896148	31	31	27	31	31	31	Chlorophyll (1)	Hardy	♀	164	207	210	Sludge Bomb	Power Whip	Acid Spray	Trailblaze	0	6375023	
0061482D	Square	3	Sandshrew-Normal	35	Steel	22FEB288	FB8F5D4F	5	31	0	7	29	31	Sand Veil (1)	Lax	♀	191	182	6	Flail	Bulldoze	Slash	Sandstorm	0	6375469	
006161E4	Star	4	Carbink	45	Poison	22FECC3F	333D95FC	31	2	31	31	29	31	Clear Body (1)	Brave	-	195	53	132	Power Gem	Moonblast	Stone Edge	Light Screen	0	6382052	
0061661D	Star	4	Dipplin	45	Water	22FED078	9A3D3CFC	16	9	31	31	31	18	Gluttony (2)	Careful	♂	208	149	219	Syrup Bomb	Dragon Breath	Double Hit	Energy Ball	0	6383133	
00616EEB	Star	4	Illumise	45	Bug	22FED946	3A189CD9	0	5	18	31	31	31	Oblivious (1)	Quirky	♀	170	102	172	Bug Buzz	Giga Drain	Quick Attack	Attract	0	6385387	
00618E5F	Star	4	Piloswine	45	Steel	22FEF8BA	D68A704B	31	31	9	23	12	31	Snow Cloak (2)	Lax	♀	216	79	89	Ice Fang	Bulldoze	Ancient Power	Ice Shard	0	6393439	
0061E0CB	Star	4	Mightyena	45	Bug	22FF4B26	242D82EC	31	16	3	4	31	31	Quick Feet (2)	Docile	♀	176	155	168	Crunch	Play Rough	Howl	Take Down	0	6414539	
00620A6C	Star	5	Kommo-o	75	Ghost	22FF74C7	21B08771	31	31	12	24	31	31	Bulletproof (1)	Hardy	♂	169	101	122	Brick Break	Dragon Claw	Boomburst	Scary Face	0	6425196	
00623466	Star	4	Carbink	45	Fighting	22FF9EC1	CFF06931	8	31	31	31	8	9	Clear Body (1)	Brave	-	67	53	108	Power Gem	Moonblast	Stone Edge	Light Screen	0	6435942	
006248FE	Star	5	Victreebel	75	Fire	22FFB359	2C848A45	31	31	1	31	31	3	Chlorophyll (1)	Mild	♂	91	28	99	Sludge Bomb	Power Whip	Acid Spray	Trailblaze	0	6441214	
0062A95E	Star	4	Ariados	45	Fire	230013B9	CA0C6CCD	31	31	25	16	21	31	Sniper (H)	Quiet	♀	35	36	164	Bug Bite	X-Scissor	Poison Jab	Shadow Sneak	0	6465886	
0062FF6F	Star	5	Shiftry	75	Water	230069CA	CFD36912	31	28	31	31	31	24	Chlorophyll (1)	Mild	♂	176	61	170	Fake Out	Sucker Punch	Leaf Blade	Extrasensory	0	6487919	
00630484	Star	5	Kommo-o	75	Poison	23006EDF	A1BF077E	31	24	31	31	23	31	Overcoat (H)	Bashful	♀	129	166	78	Brick Break	Dragon Claw	Boomburst	Scary Face	0	6489220	
006314CE	Star	4	Magcargo	45	Fire	23007F29	6B78CDB9	31	1	14	31	15	31	Magma Armor (1)	Naughty	♀	24	196	126	Flamethrower	Rock Tomb	Harden	Rock Slide	0	6493390	
00632765	Star	4	Dusclops	45	Normal	230091C0	0534A3F5	31	31	19	11	24	31	Frisk (H)	Rash	♀	59	125	132	Shadow Punch	Will-O-Wisp	Hex	Dark Pulse	0	6498149	
00632DCD	Star	4	Carbink	45	Steel	23009828	AB600DA1	23	31	30	31	31	31	Sturdy (H)	Adamant	-	252	95	155	Power Gem	Moonblast	Stone Edge	Light Screen	0	6499789	
006348DA	Star	4	Furret	45	Rock	2300B335	5C87FA46	31	31	25	18	9	31	Keen Eye (2)	Mild	♀	151	191	117	Take Down	Flamethrower	Sucker Punch	Charm	0	6506714	
006357E0	Star	4	Graveler-Normal	45	Ground	2300C23B	1C45BA84	11	11	31	31	28	31	Rock Head (1)	Quirky	♂	190	98	153	Stomping Tantrum	Rock Slide	Rock Tomb	Take Down	0	6510560	
00639C91	Star	3	Clefairy	35	Electric	230106EC	9E413880	31	1	31	24	6	27	Magic Guard (2)	Calm	♂	178	250	144	Meteor Mash	Dazzling Gleam	Encore	Charm	0	6528145	
0063ABE0	Star	4	Clefable	45	Normal	2301163B	843822F9	31	31	18	23	31	11	Cute Charm (1)	Hardy	♀	120	113	163	Dazzling Gleam	Psychic	Misty Terrain	Meteor Mash	0	6532064	
0063BF9E	Star	3	Lombre	35	Fire	230129F9	9BD93D18	31	2	4	7	31	7	Rain Dish (2)	Brave	♀	197	200	97	Razor Leaf	Water Pulse	Chilling Water	Fake Out	0	6537118	
0063C5AA	Star	3	Mienfoo	35	Rock	23013005	80B22673	31	31	9	27	12	7	Regenerator (2)	Bold	♀	146	48	202	Force Palm	Fake Out	Knock Off	Feint	0	6538666	
0063D264	Star	4	Hakamo-o	45	Poison	23013CBF	906136A0	30	31	31	17	31	15	Overcoat (H)	Adamant	♂	144	172	177	Dragon Claw	Screech	Close Combat	Metal Claw	0	6541924	
0063E196	Star	4	Dipplin	45	Fairy	23014BF1	0B27ADE6	6	20	31	31	31	31	Gluttony (2)	Naughty	♂	139	70	222	Syrup Bomb	Dragon Breath	Double Hit	Energy Ball	0	6545814	
0063F55C	Star	4	Dipplin	45	Grass	23015FB7	DEE87829	0	31	31	10	30	31	Sticky Hold (H)	Calm	♀	112	168	119	Syrup Bomb	Dragon Breath	Double Hit	Energy Ball	0	6550876	
0063FE5C	Star	4	Piloswine	45	Grass	230168B7	D8CB7E0A	24	31	8	31	26	31	Thick Fat (H)	Quirky	♀	136	39	23	Ice Fang	Bulldoze	Ancient Power	Ice Shard	0	6553180	
00641667	Star	4	Hakamo-o	45	Flying	230180C2	207D86BC	18	31	31	31	6	31	Soundproof (2)	Lonely	♀	206	103	174	Dragon Claw	Screech	Close Combat	Metal Claw	0	6559335	
00642692	Star	5	Mienshao	75	Psychic	230190ED	2E2E88EF	19	7	31	31	31	31	Inner Focus (1)	Modest	♂	102	220	172	Aura Sphere	Poison Jab	Taunt	Acrobatics	0	6563474	
006436EC	Star	5	Dusknoir	75	Ghost	2301A147	69FDCF3C	31	31	7	31	31	8	Pressure (1)	Quiet	♀	90	123	149	Fire Punch	Brick Break	Shadow Ball	Shadow Punch	0	6567660	
00644C73	Star	5	Dusknoir	75	Ice	2301B6CE	9FBE397F	28	31	31	31	14	31	Pressure (1)	Modest	♂	199	62	135	Fire Punch	Brick Break	Shadow Ball	Shadow Punch	0	6573171	
00647EB6	Star	3	Lombre	35	Fairy	2301E911	90D93618	30	31	19	6	31	11	Swift Swim (1)	Adamant	♂	61	186	207	Razor Leaf	Water Pulse	Chilling Water	Fake Out	0	6586038	
00649108	Star	5	Mienshao	75	Poison	2301FB63	0971AFB0	31	29	21	31	31	31	Regenerator (2)	Relaxed	♂	174	74	175	Aura Sphere	Poison Jab	Taunt	Acrobatics	0	6590728	
006499D0	Star	4	Magcargo	45	Grass	2302042B	7143D782	9	31	31	23	31	25	Magma Armor (1)	Lonely	♂	144	93	122	Flamethrower	Rock Tomb	Harden	Rock Slide	0	6592976	
0064E055	Star	4	Mightyena	45	Dark	23024AB0	EC334AF2	31	22	19	31	4	31	Moxie (H)	Relaxed	♂	144	157	84	Crunch	Play Rough	Howl	Take Down	0	6611029	
0064EBE4	Star	4	Clefable	45	Poison	2302563F	2D0F8BCE	31	31	31	31	9	20	Unaware (H)	Adamant	♀	156	166	241	Dazzling Gleam	Psychic	Misty Terrain	Meteor Mash	0	6613988	
0064F432	Star	3	Clefairy	35	Psychic	23025E8D	1694B055	15	31	22	4	31	6	Cute Charm (1)	Lax	♂	75	180	134	Meteor Mash	Dazzling Gleam	Encore	Charm	0	6616114	
00656963	Square	4	Ariados	45	Electric	2302D3BE	9E2C38EC	31	17	31	18	31	19	Swarm (1)	Mild	♂	77	173	152	Bug Bite	X-Scissor	Poison Jab	Shadow Sneak	0	6646115	
006589DA	Square	4	Magcargo	45	Rock	2302F435	479CE15C	24	12	31	31	31	31	Weak Armor (H)	Naughty	♂	28	133	154	Flamethrower	Rock Tomb	Harden	Rock Slide	0	6654426	
006594B1	Star	3	Sandshrew-Normal	35	Electric	2302FF0C	D61E70DF	31	24	31	19	16	19	Sand Veil (1)	Serious	♀	98	169	216	Flail	Bulldoze	Slash	Sandstorm	0	6657201	
0065B7D1	Star	4	Magcargo	45	Electric	2303222C	B4E61227	31	13	23	31	10	31	Flame Body (2)	Hardy	♂	240	61	92	Flamethrower	Rock Tomb	Harden	Rock Slide	0	6666193	
0065D721	Star	3	Gurdurr	35	Rock	2303417C	C3446585	21	21	7	31	31	25	Iron Fist (H)	Rash	♂	63	92	126	Low Kick	Rock Slide	Scary Face	Slam	0	6674209	
0065EE52	Star	4	Piloswine	45	Psychic	230358AD	C10E67CF	31	13	31	31	31	29	Snow Cloak (2)	Lonely	♂	128	183	142	Ice Fang	Bulldoze	Ancient Power	Ice Shard	0	6680146	
00661C44	Star	4	Leavanny	45	Poison	2303869F	FD575B96	1	31	31	31	29	4	Swarm (1)	Lonely	♂	55	141	38	X-Scissor	Leaf Blade	Trailblaze	Low Kick	0	6691908	
0066556B	Star	4	Clefable	45	Bug	2303BFC6	99043FC5	31	31	3	15	11	31	Cute Charm (1)	Bashful	♀	52	222	119	Dazzling Gleam	Psychic	Misty Terrain	Meteor Mash	0	6706539	
00666255	Star	4	Hakamo-o	45	Dark	2303CCB0	DE2578E4	11	31	31	1	24	31	Bulletproof (1)	Relaxed	♂	105	108	49	Dragon Claw	Screech	Close Combat	Metal Claw	0	6709845	
00668BB8	Star	3	Ekans	35	Ghost	2303F613	E1964757	31	27	25	31	1	7	Intimidate (1)	Hasty	♀	70	220	131	Acid Spray	Sludge Bomb	Sucker Punch	Spite	0	6720440	
0066A321	Star	3	Ekans	35	Dragon	23040D7C	D91F7FDE	29	1	31	18	31	16	Intimidate (1)	Brave	♀	195	7	189	Acid Spray	Sludge Bomb	Sucker Punch	Spite	0	6726433	
0066D785	Star	5	Mienshao	75	Normal	230441E0	B37915B8	31	17	31	2	31	31	Reckless (H)	Rash	♀	110	197	143	Aura Sphere	Poison Jab	Taunt	Acrobatics	0	6739845	
0066E324	Star	4	Dusclops	45	Poison	23044D7F	6528C3E9	31	19	31	27	19	31	Frisk (H)	Quiet	♂	110	116	223	Shadow Punch	Will-O-Wisp	Hex	Dark Pulse	0	6742820	
0066FB5B	Star	4	Leavanny	45	Ground	230465B6	B3C91508	31	31	13	31	21	31	Chlorophyll (2)	Hardy	♀	141	95	147	X-Scissor	Leaf Blade	Trailblaze	Low Kick	0	6749019	
00670534	Star	3	Gurdurr	35	Dragon	23046F8F	6345C584	2	31	25	1	17	31	Guts (1)	Lax	♂	168	128	121	Low Kick	Rock Slide	Scary Face	Slam	0	6751540	
00671897	Star	3	Gurdurr	35	Dark	230482F2	8A4F2C8E	31	3	11	11	31	23	Sheer Force (2)	Sassy	♂	165	87	107	Low Kick	Rock Slide	Scary Face	Slam	0	6756503	
0067339F	Star	4	Illumise	45	Steel	23049DFA	80EB262A	31	16	31	17	31	3	Oblivious (1)	Hasty	♀	129	145	58	Bug Buzz	Giga Drain	Quick Attack	Attract	0	6763423	
00673EED	Square	5	Ludicolo	75	Steel	2304A948	5CDFFA1F	31	31	31	30	31	17	Own Tempo (H)	Calm	♀	172	156	117	Energy Ball	Surf	Fake Out	Trailblaze	0	6766317	
00674DC3	Star	3	Swadloon	35	Fire	2304B81E	7FDBD91A	31	31	21	28	5	17	Leaf Guard (1)	Lonely	♂	48	172	171	Struggle Bug	Razor Leaf	String Shot	Bug Bite	0	6770115	
006752FF	Star	5	Kommo-o	75	Steel	2304BD5A	6D6BCBAA	31	31	31	2	31	19	Overcoat (H)	Serious	♀	140	128	65	Brick Break	Dragon Claw	Boomburst	Scary Face	0	6771455	
006790A0	Star	4	Ariados	45	Dark	2304FAFB	D7517190	6	31	31	24	16	31	Swarm (1)	Brave	♂	180	57	190	Bug Bite	X-Scissor	Poison Jab	Shadow Sneak	0	6787232	
0067A12B	Star	3	Munchlax	35	Bug	23050B86	DF3379F2	5	10	31	16	4	31	Gluttony (H)	Lax	♂	53	114	54	Bite	Covet	Flail	Defense Curl	0	6791467	
0067AC6B	Star	4	Leavanny	45	Bug	230516C6	231A85DB	27	17	31	17	31	31	Overcoat (H)	Rash	♂	95	82	168	X-Scissor	Leaf Blade	Trailblaze	Low Kick	0	6794347	
0067BDD4	Star	4	Carbink	45	Dragon	2305282F	41ECE72D	16	23	31	31	31	18	Clear Body (1)	Mild	-	90	75	227	Power Gem	Moonblast	Stone Edge	Light Screen	0	6798804	
0067DAEC	Star	5	Probopass	75	Ghost	23054547	384D9E8C	31	31	15	31	10	31	Magnet Pull (2)	Hasty	♀	29	197	124	Body Press	Power Gem	Flash Cannon	Harden	0	6806252	
0067E8FB	Star	5	Victreebel	75	Ground	23055356	2C108AD1	31	19	31	4	31	31	Chlorophyll (1)	Rash	♀	120	16	147	Sludge Bomb	Power Whip	Acid Spray	Trailblaze	0	6809851	
00680DB7	Star	3	Mienfoo	35	Dark	23057812	C4A66267	31	30	13	31	11	13	Reckless (H)	Lonely	♂	138	36	134	Force Palm	Fake Out	Knock Off	Feint	0	6819255	
00683044	Star	4	Leavanny	45	Poison	23059A9F	0D8CAB4D	11	31	29	24	31	31	Overcoat (H)	Relaxed	♂	143	203	129	X-Scissor	Leaf Blade	Trailblaze	Low Kick	0	6828100	
00685A36	Star	3	Mienfoo	35	Fairy	2305C491	30419680	31	31	15	23	22	4	Regenerator (2)	Brave	♂	169	163	205	Force Palm	Fake Out	Knock Off	Feint	0	6838838	
00687285	Star	5	Kommo-o	75	Normal	2305DCE0	431FE5DE	31	31	31	31	24	6	Overcoat (H)	Bashful	♂	146	150	123	Brick Break	Dragon Claw	Boomburst	Scary Face	0	6845061	
0068765E	Star	4	Crawdaunt	45	Fire	2305E0B9	E8E14E20	31	31	14	8	31	3	Hyper Cutter (1)	Sassy	♂	68	195	146	Knock Off	Crabhammer	Aqua Jet	Taunt	0	6846046	
00687751	Star	4	Illumise	45	Electric	2305E1AC	9FFD393C	31	8	31	28	18	31	Oblivious (1)	Impish	♀	58	39	106	Bug Buzz	Giga Drain	Quick Attack	Attract	0	6846289	
006878FD	Star	5	Victreebel	75	Water	2305E358	77CDD10C	31	31	31	10	31	30	Gluttony (H)	Docile	♂	92	186	229	Sludge Bomb	Power Whip	Acid Spray	Trailblaze	0	6846717	
00689A65	Star	4	Mightyena	45	Normal	230604C0	047CA2BD	7	2	31	6	31	31	Intimidate (1)	Naive	♂	129	153	42	Crunch	Play Rough	Howl	Take Down	0	6855269	
0068AA94	Star	5	Dusknoir	75	Dragon	230614EF	321594D4	31	2	31	31	23	31	Pressure (1)	Quiet	♂	180	172	161	Fire Punch	Brick Break	Shadow Ball	Shadow Punch	0	6859412	
0068BCBC	Square	3	Gurdurr	35	Grass	23062717	8FFB293B	8	19	13	0	31	31	Iron Fist (H)	Adamant	♂	131	167	66	Low Kick	Rock Slide	Scary Face	Slam	0	6864060	
0068C544	Star	4	Dipplin	45	Poison	23062F9F	CA326CF3	13	31	13	16	31	31	Supersweet Syrup (1)	Bold	♂	86	34	113	Syrup Bomb	Dragon Breath	Double Hit	Energy Ball	0	6866244	
0068FCA7	Star	3	Gurdurr	35	Flying	23066702	ABEA0D2B	31	25	29	11	31	4	Sheer Force (2)	Gentle	♂	237	8	162	Low Kick	Rock Slide	Scary Face	Slam	0	6880423	
00691703	Star	5	Dusknoir	75	Ghost	2306815E	1206B4C7	12	11	31	31	31	31	Frisk (H)	Bold	♀	170	192	150	Fire Punch	Brick Break	Shadow Ball	Shadow Punch	0	6887171	
00692617	Star	4	Mightyena	45	Dark	23069072	BD361BF7	31	31	31	31	6	28	Moxie (H)	Jolly	♀	96	168	18	Crunch	Play Rough	Howl	Take Down	0	6891031	
00693137	Star	3	Swadloon	35	Dark	23069B92	20F48635	18	31	18	26	31	9	Overcoat (H)	Careful	♀	194	128	99	Struggle Bug	Razor Leaf	String Shot	Bug Bite	0	6893879	
0069708F	Star	4	Mightyena	45	Water	2306DAEA	4907EFC6	8	31	31	31	14	14	Moxie (H)	Lax	♀	198	44	142	Crunch	Play Rough	Howl	Take Down	0	6910095	
006970F4	Star	5	Probopass	75	Dragon	2306DB4F	62E5C424	7	31	31	31	29	31	Magnet Pull (2)	Bold	♂	139	58	137	Body Press	Power Gem	Flash Cannon	Harden	0	6910196	
0069763A	Star	3	Sandshrew-Normal	35	Rock	2306E095	18E8BE29	9	16	31	31	28	16	Sand Veil (1)	Modest	♀	114	93	167	Flail	Bulldoze	Slash	Sandstorm	0	6911546	
00698815	Star	4	Illumise	45	Dark	2306F270	30819640	1	31	31	31	22	31	Tinted Lens (2)	Careful	♀	181	81	236	Bug Buzz	Giga Drain	Quick Attack	Attract	0	6916117	
0069916B	Star	4	Piloswine	45	Bug	2306FBC6	244B828A	31	31	31	24	20	5	Oblivious (1)	Jolly	♀	124	98	154	Ice Fang	Bulldoze	Ancient Power	Ice Shard	0	6918507	
00699E8E	Star	5	Snorlax	75	Fire	230708E9	85AD236C	31	4	31	31	31	31	Thick Fat (2)	Jolly	♂	180	188	158	Body Slam	Heavy Slam	Bite	Mud-Slap	0	6921870	
0069A1F6	Star	5	Conkeldurr	75	Fairy	23070C51	823D24FC	31	31	5	31	31	31	Iron Fist (H)	Quirky	♂	180	166	143	Hammer Arm	Stone Edge	Superpower	Scary Face	0	6922742	
0069A607	Star	5	Dusknoir	75	Flying	23071062	CD386BF9	31	16	9	31	31	31	Pressure (1)	Modest	♀	191	249	239	Fire Punch	Brick Break	Shadow Ball	Shadow Punch	0	6923783	
0069A89E	Star	4	Magcargo	45	Fire	230712F9	28018EC0	31	21	31	2	31	0	Weak Armor (H)	Hardy	♀	188	133	117	Flamethrower	Rock Tomb	Harden	Rock Slide	0	6924446	
0069B9FB	Square	5	Snorlax	75	Ground	23072456	56C9F009	19	31	31	31	9	31	Gluttony (H)	Impish	♂	160	101	177	Body Slam	Heavy Slam	Bite	Mud-Slap	0	6928891	
0069C67E	Star	5	Milotic	75	Fire	230730D9	92AE346F	0	31	31	19	31	31	Marvel Scale (1)	Hardy	♀	94	150	48	Chilling Water	Surf	Dragon Pulse	Attract	0	6932094	
006A3471	Star	5	Probopass	75	Electric	23079ECC	E2834442	31	31	31	31	6	30	Sand Force (H)	Calm	♂	120	179	182	Body Press	Power Gem	Flash Cannon	Harden	0	6960241	
006A6188	Star	5	Conkeldurr	75	Poison	2307CBE3	C3CD650C	31	31	31	1	9	31	Guts (1)	Impish	♂	67	199	109	Hammer Arm	Stone Edge	Superpower	Scary Face	0	6971784	
006A779F	Star	5	Shiftry	75	Steel	2307E1FA	B7961157	6	31	31	31	3	31	Pickpocket (H)	Adamant	♀	77	235	161	Fake Out	Sucker Punch	Leaf Blade	Extrasensory	0	6977439	
006A9620	Star	4	Ariados	45	Bug	2308007B	777AD1BB	30	31	31	31	6	0	Sniper (H)	Mild	♀	135	244	160	Bug Bite	X-Scissor	Poison Jab	Shadow Sneak	0	6985248	
006AB086	Star	5	Shiftry	75	Fighting	23081AE1	D50473C5	31	31	7	31	31	7	Wind Rider (2)	Docile	♀	140	84	177	Fake Out	Sucker Punch	Leaf Blade	Extrasensory	0	6992006	
006AB481	Star	5	Milotic	75	Electric	23081EDC	D28D744C	31	31	31	9	20	31	Cute Charm (H)	Careful	♂	177	104	159	Chilling Water	Surf	Dragon Pulse	Attract	0	6993025	
006ABD33	Star	3	Swadloon	35	Ice	2308278E	12E6B427	18	22	31	31	12	1	Overcoat (H)	Impish	♀	88	107	49	Struggle Bug	Razor Leaf	String Shot	Bug Bite	0	6995251	
006AD5FF	Star	5	Golem-Normal	75	Steel	2308405A	591EFFDF	20	20	31	31	31	31	Rock Head (1)	Adamant	♀	109	185	116	Earthquake	Stone Edge	Heavy Slam	Defense Curl	0	7001599	
006B09F7	Star	5	Snorlax	75	Dark	23087452	988D3E4C	31	31	25	17	31	31	Gluttony (H)	Mild	♀	212	47	183	Body Slam	Heavy Slam	Bite	Mud-Slap	0	7014903	
006B0EAA	Star	3	Lombre	35	Rock	23087905	D3A57564	28	13	11	20	31	31	Rain Dish (2)	Quirky	♀	124	111	147	Razor Leaf	Water Pulse	Chilling Water	Fake Out	0	7016106	
006B31D2	Star	4	Illumise	45	Psychic	23089C2D	75F5D334	31	30	28	31	31	5	Prankster (H)	Lax	♀	230	127	198	Bug Buzz	Giga Drain	Quick Attack	Attract	0	7025106	
006B5EDB	Star	4	Illumise	45	Ground	2308C936	414EE78F	24	27	25	31	31	31	Oblivious (1)	Naive	♀	144	98	123	Bug Buzz	Giga Drain	Quick Attack	Attract	0	7036635	
006B6E1D	Star	5	Vikavolt	75	Water	2308D878	A20604C7	31	12	31	10	31	31	Levitate (1)	Mild	♀	222	87	81	Discharge	Bug Buzz	Solar Beam	Zap Cannon	0	7040541	
006B864F	Star	4	Dipplin	45	Water	2308F0AA	CEC36802	31	5	8	31	31	1	Sticky Hold (H)	Hardy	♂	80	207	55	Syrup Bomb	Dragon Breath	Double Hit	Energy Ball	0	7046735	
006B9129	Star	3	Gurdurr	35	Ground	2308FB84	6C43CA82	31	10	20	1	0	31	Iron Fist (H)	Naughty	♂	117	153	17	Low Kick	Rock Slide	Scary Face	Slam	0	7049513	
006BD526	Star	3	Noctowl	35	Fighting	23093F81	E43F42FE	5	1	7	31	31	4	Tinted Lens (H)	Impish	♂	85	115	162	Dual Wingbeat	Extrasensory	Air Slash	Reflect	0	7066918	
006C1747	Star	4	Leavanny	45	Flying	230981A2	A27104B0	27	31	31	31	20	14	Chlorophyll (2)	Impish	♂	170	190	179	X-Scissor	Leaf Blade	Trailblaze	Low Kick	0	7083847	
006C1946	Star	4	Ariados	45	Fighting	230983A1	A92F0FEE	24	31	31	5	31	29	Swarm (1)	Modest	♀	93	117	85	Bug Bite	X-Scissor	Poison Jab	Shadow Sneak	0	7084358	
006C317A	Star	5	Ludicolo	75	Rock	23099BD5	B5E51324	8	19	31	31	31	31	Swift Swim (1)	Gentle	♂	130	90	201	Energy Ball	Surf	Fake Out	Trailblaze	0	7090554	
006C6C04	Star	5	Conkeldurr	75	Poison	2309D65F	24D38212	4	31	31	31	23	31	Iron Fist (H)	Lonely	♂	182	125	134	Hammer Arm	Stone Edge	Superpower	Scary Face	0	7105540	
006CCB58	Star	4	Clefable	45	Ghost	230A35B3	E6884049	18	31	31	15	31	5	Unaware (H)	Modest	♂	155	120	158	Dazzling Gleam	Psychic	Misty Terrain	Meteor Mash	0	7129944	
006CF586	Square	5	Snorlax	75	Fighting	230A5FE1	5873FEB3	3	31	31	31	31	31	Immunity (1)	Mild	♂	169	136	174	Body Slam	Heavy Slam	Bite	Mud-Slap	0	7140742	
006CFB2A	Star	3	Clefairy	35	Rock	230A6585	34E29223	7	26	13	13	31	31	Cute Charm (1)	Lax	♂	65	69	144	Meteor Mash	Dazzling Gleam	Encore	Charm	0	7142186	
006D22F2	Star	5	Kommo-o	75	Psychic	230A8D4D	822D24EC	31	31	4	31	31	16	Overcoat (H)	Bashful	♀	177	193	120	Brick Break	Dragon Claw	Boomburst	Scary Face	0	7152370	
006D25F0	Star	5	Politoed	75	Grass	230A904B	97CB310A	31	31	31	31	3	18	Water Absorb (1)	Jolly	♀	154	143	186	Surf	Hyper Voice	Weather Ball	Encore	0	7153136	
006D3EB0	Star	3	Lombre	35	Grass	230AA90B	81E22723	31	31	25	17	9	31	Own Tempo (H)	Quiet	♀	179	105	158	Razor Leaf	Water Pulse	Chilling Water	Fake Out	0	7159472	
006D5144	Star	4	Hakamo-o	45	Poison	230ABB9F	C00766C6	31	31	11	22	9	31	Overcoat (H)	Sassy	♀	89	60	126	Dragon Claw	Screech	Close Combat	Metal Claw	0	7164228	
006D5F79	Star	5	Shiftry	75	Bug	230AC9D4	BB7E1DBF	31	4	31	21	31	31	Pickpocket (H)	Lax	♂	133	94	54	Fake Out	Sucker Punch	Leaf Blade	Extrasensory	0	7167865	
006D7EA7	Square	3	Lombre	35	Flying	230AE902	BDDE1B1E	8	22	17	28	31	31	Own Tempo (H)	Timid	♀	142	239	202	Razor Leaf	Water Pulse	Chilling Water	Fake Out	0	7175847	
006D8EE8	Star	4	Illumise	45	Poison	230AF943	8B992D58	31	31	30	27	31	10	Tinted Lens (2)	Quirky	♀	93	105	99	Bug Buzz	Giga Drain	Quick Attack	Attract	0	7180008	
006D93D6	Star	4	Dipplin	45	Fairy	230AFE31	5363F5A2	31	31	7	14	31	0	Sticky Hold (H)	Adamant	♀	66	120	224	Syrup Bomb	Dragon Breath	Double Hit	Energy Ball	0	7181270	
